Name,URL,Description,Language,Count,Last Date
topiam / eiam,https://github.com/topiam/eiam,以开源为核心的IDaas/IAM平台，用于管理企业内员工账号、权限、身份认证、应用访问，帮助整合部署在本地或云端的内部办公系统、业务系统及三方 SaaS 系统的所有身份，实现一个账号打通所有应用的服务。,java,1,2025-01-01
flowable / flowable-engine,https://github.com/flowable/flowable-engine,"A compact and highly efficient workflow and Business Process Management (BPM) platform for developers, system admins and business users.",java,4,2025-03-09
in28minutes / devops-master-class,https://github.com/in28minutes/devops-master-class,"Devops Tutorial for Beginners - Learn Docker, Kubernetes, Terraform, Ansible, Jenkins and Azure Devops",java,1,2025-01-01
freddyaboulton / fastrtc,https://github.com/freddyaboulton/fastrtc,The python library for real-time communication,python,5,2025-03-04
getsentry / sentry,https://github.com/getsentry/sentry,Developer-first error tracking and performance monitoring,python,3,2025-03-07
modelscope / DiffSynth-Studio,https://github.com/modelscope/DiffSynth-Studio,Enjoy the magic of Diffusion models!,python,4,2025-03-02
naver / mast3r,https://github.com/naver/mast3r,Grounding Image Matching in 3D with MASt3R,python,1,2025-03-01
HKUDS / LightRAG,https://github.com/HKUDS/LightRAG,"""LightRAG: Simple and Fast Retrieval-Augmented Generation""",python,1,2025-03-01
LimeSurvey / LimeSurvey,https://github.com/LimeSurvey/LimeSurvey,"🔥 LimeSurvey – A powerful, open-source survey platform. A free alternative to SurveyMonkey, Typeform, Qualtrics, and Google Forms, making it simple to create online surveys and forms with unmatched flexibility.",javascript,2,2025-03-01
jquense / react-big-calendar,https://github.com/jquense/react-big-calendar,gcal/outlook like calendar component,javascript,2,2025-03-01
idurar / idurar-erp-crm,https://github.com/idurar/idurar-erp-crm,Free Open Source ERP CRM Accounting Invoicing Software | Node Js React,javascript,1,2025-03-01
zalando / postgres-operator,https://github.com/zalando/postgres-operator,Postgres operator creates and manages PostgreSQL clusters running in Kubernetes,go,3,2025-03-01
Melkeydev / go-blueprint,https://github.com/Melkeydev/go-blueprint,Go-blueprint allows users to spin up a quick Go project using a popular framework,go,2,2025-03-01
ent / ent,https://github.com/ent/ent,An entity framework for Go,go,1,2025-03-01
charmbracelet / bubbletea,https://github.com/charmbracelet/bubbletea,A powerful little TUI framework 🏗,go,4,2025-03-01
NVIDIA / k8s-device-plugin,https://github.com/NVIDIA/k8s-device-plugin,NVIDIA device plugin for Kubernetes,go,3,2025-03-01
semaphoreui / semaphore,https://github.com/semaphoreui/semaphore,"Modern UI and powerful API for Ansible, Terraform, OpenTofu, PowerShell and other DevOps tools.",go,2,2025-03-01
getsops / sops,https://github.com/getsops/sops,Simple and flexible tool for managing secrets,go,4,2025-03-01
golangci / golangci-lint,https://github.com/golangci/golangci-lint,Fast linters runner for Go,go,3,2025-03-01
dolthub / dolt,https://github.com/dolthub/dolt,Dolt – Git for Data,go,2,2025-03-01
google / pprof,https://github.com/google/pprof,pprof is a tool for visualization and analysis of profiling data,go,2,2025-03-09
cosmos / cosmos-sdk,https://github.com/cosmos/cosmos-sdk,⛓️ A Framework for Building High Value Public Blockchains ✨,go,3,2025-03-01
expr-lang / expr,https://github.com/expr-lang/expr,Expression language and expression evaluation for Go,go,3,2025-03-01
AutoMQ / automq,https://github.com/AutoMQ/automq,AutoMQ is a cloud-native alternative to Kafka by decoupling durability to S3 and EBS. 10x Cost-Effective. No Cross-AZ Traffic Cost. Autoscale in seconds. Single-digit ms latency.,java,4,2025-03-09
alibaba / easyexcel,https://github.com/alibaba/easyexcel,快速、简洁、解决大文件内存溢出的java处理Excel工具,java,4,2025-03-01
prestodb / presto,https://github.com/prestodb/presto,The official home of the Presto distributed SQL query engine for big data,java,3,2025-03-01
apache / pulsar,https://github.com/apache/pulsar,Apache Pulsar - distributed pub-sub messaging system,java,2,2025-03-01
traccar / traccar,https://github.com/traccar/traccar,Traccar GPS Tracking System,java,4,2025-03-01
allure-framework / allure2,https://github.com/allure-framework/allure2,"Allure Report is a flexible, lightweight multi-language test reporting tool. It provides clear graphical reports and allows everyone involved in the development process to extract the maximum of information from the everyday testing process",java,1,2025-03-01
noties / Markwon,https://github.com/noties/Markwon,Android markdown library (no WebView),java,1,2025-03-01
dnhkng / GlaDOS,https://github.com/dnhkng/GlaDOS,"This is the Personality Core for GLaDOS, the first steps towards a real-life implementation of the AI from the Portal series by Valve.",python,5,2025-01-16
JoshuaC215 / agent-service-toolkit,https://github.com/JoshuaC215/agent-service-toolkit,"Full toolkit for running an AI agent service built with LangGraph, FastAPI and Streamlit",python,4,2025-01-17
nautechsystems / nautilus_trader,https://github.com/nautechsystems/nautilus_trader,A high-performance algorithmic trading platform and event-driven backtester,python,4,2025-01-18
KoljaB / RealtimeSTT,https://github.com/KoljaB/RealtimeSTT,"A robust, efficient, low-latency speech-to-text library with advanced voice activity detection, wake word activation and instant transcription.",python,6,2025-01-20
fixie-ai / ultravox,https://github.com/fixie-ai/ultravox,A fast multimodal LLM for real-time voice,python,4,2025-01-15
alexta69 / metube,https://github.com/alexta69/metube,Self-hosted YouTube downloader (web UI for youtube-dl / yt-dlp),python,2,2025-01-15
NVlabs / Sana,https://github.com/NVlabs/Sana,SANA: Efficient High-Resolution Image Synthesis with Linear Diffusion Transformer,python,3,2025-01-16
Marker-Inc-Korea / AutoRAG,https://github.com/Marker-Inc-Korea/AutoRAG,AutoRAG: An Open-Source Framework for Retrieval-Augmented Generation (RAG) Evaluation & Optimization with AutoML-Style Automation,python,1,2025-01-15
sampotts / plyr,https://github.com/sampotts/plyr,"A simple HTML5, YouTube and Vimeo player",javascript,11,2025-02-17
localtunnel / localtunnel,https://github.com/localtunnel/localtunnel,expose yourself,javascript,3,2025-02-03
MagicMirrorOrg / MagicMirror,https://github.com/MagicMirrorOrg/MagicMirror,"MagicMirror² is an open source modular smart mirror platform. With a growing list of installable modules, the MagicMirror² allows you to convert your hallway or bathroom mirror into your personal assistant.",javascript,8,2025-03-04
pinojs / pino,https://github.com/pinojs/pino,"🌲 super fast, all natural json logger",javascript,2,2025-01-16
airbnb / javascript,https://github.com/airbnb/javascript,JavaScript Style Guide,javascript,4,2025-02-23
chartjs / Chart.js,https://github.com/chartjs/Chart.js,Simple HTML5 Charts using the <canvas> tag,javascript,6,2025-03-08
mochajs / mocha,https://github.com/mochajs/mocha,"☕️ simple, flexible, fun javascript test framework for node.js & the browser",javascript,1,2025-01-15
Leaflet / Leaflet,https://github.com/Leaflet/Leaflet,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,javascript,4,2025-02-22
urfave / cli,https://github.com/urfave/cli,"A simple, fast, and fun package for building command line apps in Go",go,1,2025-01-15
VictoriaMetrics / VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",go,6,2025-03-02
siderolabs / talos,https://github.com/siderolabs/talos,Talos Linux is a modern Linux distribution built for Kubernetes.,go,6,2025-03-04
rclone / rclone,https://github.com/rclone/rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",go,6,2025-02-18
testcontainers / testcontainers-go,https://github.com/testcontainers/testcontainers-go,"Testcontainers for Go is a Go package that makes it simple to create and clean up container-based dependencies for automated integration/smoke tests. The clean, easy-to-use API enables developers to programmatically define containers that should be run as part of a test and clean up those resources when the test is done.",go,1,2025-01-15
HavocFramework / Havoc,https://github.com/HavocFramework/Havoc,The Havoc Framework,go,5,2025-02-17
fsnotify / fsnotify,https://github.com/fsnotify/fsnotify,Cross-platform filesystem notifications for Go.,go,1,2025-01-15
apache / calcite,https://github.com/apache/calcite,Apache Calcite,java,2,2025-01-17
qaiu / netdisk-fast-download,https://github.com/qaiu/netdisk-fast-download,"各类网盘直链解析服务, 已支持蓝奏云/蓝奏优享/小飞机盘/123云盘. 专享版支持移动联通天翼云等大文件解析. 体验地址: https://lz.qaiu.top",java,1,2025-01-15
antlr / antlr4,https://github.com/antlr/antlr4,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files.",java,9,2025-03-09
TGX-Android / Telegram-X,https://github.com/TGX-Android/Telegram-X,The main repository of Telegram X — official alternative Telegram client for Android.,java,6,2025-02-17
ReactiveX / RxJava,https://github.com/ReactiveX/RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,java,4,2025-03-08
JetBrains / intellij-community,https://github.com/JetBrains/intellij-community,IntelliJ IDEA Community Edition & IntelliJ Platform,java,3,2025-02-02
benbusby / whoogle-search,https://github.com/benbusby/whoogle-search,"A self-hosted, ad-free, privacy-respecting metasearch engine",python,3,2025-01-21
OpenBMB / MiniCPM-o,https://github.com/OpenBMB/MiniCPM-o,"MiniCPM-o 2.6: A GPT-4o Level MLLM for Vision, Speech and Multimodal Live Streaming on Your Phone",python,7,2025-01-22
Chainlit / chainlit,https://github.com/Chainlit/chainlit,Build Conversational AI in minutes ⚡️,python,5,2025-01-22
OpenBB-finance / OpenBB,https://github.com/OpenBB-finance/OpenBB,"Investment Research for Everyone, Everywhere.",python,4,2025-02-28
stanfordnlp / dspy,https://github.com/stanfordnlp/dspy,DSPy: The framework for programming—not prompting—language models,python,2,2025-01-21
emcie-co / parlant,https://github.com/emcie-co/parlant,The behavior guidance framework for customer-facing LLM agents,python,4,2025-02-19
enoch3712 / ExtractThinker,https://github.com/enoch3712/ExtractThinker,"ExtractThinker is a Document Intelligence library for LLMs, offering ORM-style interaction for flexible and powerful document workflows.",python,1,2025-01-21
bytedance / monolith,https://github.com/bytedance/monolith,A Lightweight Recommendation System,python,6,2025-01-22
KurtBestor / Hitomi-Downloader,https://github.com/KurtBestor/Hitomi-Downloader,"🍰 Desktop utility to download images/videos/music/text from various websites, and more.",python,3,2025-01-22
livekit / agents,https://github.com/livekit/agents,Build real-time multimodal AI applications 🤖🎙️📹,python,4,2025-03-02
karpathy / minGPT,https://github.com/karpathy/minGPT,A minimal PyTorch re-implementation of the OpenAI GPT (Generative Pretrained Transformer) training,python,4,2025-01-23
actualbudget / actual-server,https://github.com/actualbudget/actual-server,Actual's server,javascript,2,2025-01-21
openspeedtest / Speed-Test,https://github.com/openspeedtest/Speed-Test,"SpeedTest by OpenSpeedTest™ is a Free and Open-Source HTML5 Network Performance Estimation Tool Written in Vanilla Javascript and only uses built-in Web APIs like XMLHttpRequest (XHR), HTML, CSS, JS, & SVG. No Third-Party frameworks or libraries are Required. Started in 2011 and moved to OpenSpeedTest.com dedicated Project/Domain Name in 2013.",javascript,1,2025-01-21
jesse-ai / jesse,https://github.com/jesse-ai/jesse,An advanced crypto trading bot written in Python,javascript,2,2025-01-22
simple-icons / simple-icons,https://github.com/simple-icons/simple-icons,SVG icons for popular brands,javascript,5,2025-02-12
highlightjs / highlight.js,https://github.com/highlightjs/highlight.js,JavaScript syntax highlighter with language auto-detection and zero dependencies.,javascript,2,2025-01-22
gaotianliuyun / gao,https://github.com/gaotianliuyun/gao,FongMi影视和tvbox配置文件，如果喜欢，请Fork自用。使用前请仔细阅读仓库说明，一旦使用将被视为你已了解。,javascript,2,2025-01-23
openai / openai-realtime-console,https://github.com/openai/openai-realtime-console,"React app for inspecting, building and debugging with the Realtime API",javascript,5,2025-01-21
chaitin / SafeLine,https://github.com/chaitin/SafeLine,SafeLine is a self-hosted WAF(Web Application Firewall) / reverse proxy to protect your web apps from attacks and exploits.,go,4,2025-02-23
YouROK / TorrServer,https://github.com/YouROK/TorrServer,Torrent stream server,go,2,2025-01-21
google / osv-scanner,https://github.com/google/osv-scanner,Vulnerability scanner written in Go which uses the data provided by https://osv.dev,go,5,2025-01-23
gophish / gophish,https://github.com/gophish/gophish,Open-Source Phishing Toolkit,go,1,2025-01-21
caddyserver / caddy,https://github.com/caddyserver/caddy,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,go,10,2025-02-19
moonD4rk / HackBrowserData,https://github.com/moonD4rk/HackBrowserData,"Extract and decrypt browser data, supporting multiple data types, runnable on various operating systems (macOS, Windows, Linux).",go,3,2025-01-22
google / osv-scalibr,https://github.com/google/osv-scalibr,,go,1,2025-01-21
ReChronoRain / HyperCeiler,https://github.com/ReChronoRain/HyperCeiler,HyperOS enhancement module - Make HyperOS Great Again!,java,3,2025-01-21
PlayPro / CoreProtect,https://github.com/PlayPro/CoreProtect,CoreProtect is a blazing fast data logging and anti-griefing tool for Minecraft servers.,java,2,2025-01-27
EnterpriseQualityCoding / FizzBuzzEnterpriseEdition,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,FizzBuzz Enterprise Edition is a no-nonsense implementation of FizzBuzz made by serious businessmen for serious business purposes.,java,2,2025-01-21
RikkaApps / Sui,https://github.com/RikkaApps/Sui,Modern super user interface implementation on Android.,java,3,2025-01-21
williamfiset / Algorithms,https://github.com/williamfiset/Algorithms,A collection of algorithms and data structures,java,3,2025-01-21
apache / ozone,https://github.com/apache/ozone,"Scalable, reliable, distributed storage system optimized for data analytics and object store workloads.",java,1,2025-01-21
termux / termux-api,https://github.com/termux/termux-api,Termux add-on app which exposes device functionality as API to command line programs.,java,2,2025-02-17
iBotPeaches / Apktool,https://github.com/iBotPeaches/Apktool,A tool for reverse engineering Android apk files,java,7,2025-02-22
deepseek-ai / Janus,https://github.com/deepseek-ai/Janus,Janus-Series: Unified Multimodal Understanding and Generation Models,python,3,2025-01-31
deepseek-ai / DeepSeek-Math,https://github.com/deepseek-ai/DeepSeek-Math,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,python,3,2025-01-31
vanna-ai / vanna,https://github.com/vanna-ai/vanna,🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.,python,3,2025-03-02
aws-samples / bedrock-access-gateway,https://github.com/aws-samples/bedrock-access-gateway,OpenAI-Compatible RESTful APIs for Amazon Bedrock,python,1,2025-01-31
deepseek-ai / ESFT,https://github.com/deepseek-ai/ESFT,Expert Specialized Fine-Tuning,python,2,2025-01-31
streamlit / streamlit,https://github.com/streamlit/streamlit,Streamlit — A faster way to build and share data apps.,python,1,2025-01-31
viarotel-org / escrcpy,https://github.com/viarotel-org/escrcpy,"📱 Graphical Scrcpy to display and control Android, devices powered by Electron.",javascript,6,2025-02-17
QuiteAFancyEmerald / Holy-Unblocker,https://github.com/QuiteAFancyEmerald/Holy-Unblocker,"Holy Unblocker LTS is a web proxy service that helps you access websites that may be blocked by your network or policy extensions all within your browser with no download or setup. It does this securely and with additional privacy features. Browse Tor/Onion sites in any browser, hide browsing activity and bypass filters. (Star if you fork it!!!)",javascript,3,2025-01-31
npm / cli,https://github.com/npm/cli,the package manager for JavaScript,javascript,3,2025-01-31
shaka-project / shaka-player,https://github.com/shaka-project/shaka-player,JavaScript player library / DASH & HLS client / MSE-EME player,javascript,1,2025-01-31
adrianhajdin / aora,https://github.com/adrianhajdin/aora,Build your first mobile application,javascript,3,2025-01-31
iawia002 / lux,https://github.com/iawia002/lux,👾 Fast and simple video download library and CLI tool written in Go,go,2,2025-01-31
netbirdio / netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",go,10,2025-03-09
chainflag / eth-faucet,https://github.com/chainflag/eth-faucet,Ether faucet server built with Go and Svelte.,go,3,2025-01-31
cloudflare / terraform-provider-cloudflare,https://github.com/cloudflare/terraform-provider-cloudflare,Cloudflare Terraform Provider,go,1,2025-01-31
open-policy-agent / gatekeeper,https://github.com/open-policy-agent/gatekeeper,🐊 Gatekeeper - Policy Controller for Kubernetes,go,1,2025-01-31
projectcalico / calico,https://github.com/projectcalico/calico,Cloud native networking and network security,go,5,2025-03-07
kubernetes-sigs / external-dns,https://github.com/kubernetes-sigs/external-dns,"Configure external DNS servers (AWS Route53, Google CloudDNS and others) for Kubernetes Ingresses and Services",go,8,2025-03-08
centrifugal / centrifugo,https://github.com/centrifugal/centrifugo,"Scalable real-time messaging server in a language-agnostic way. Self-hosted alternative to Pubnub, Pusher, Ably. Set up once and forever.",go,1,2025-01-31
pocketbase / pocketbase,https://github.com/pocketbase/pocketbase,Open Source realtime backend in 1 file,go,6,2025-02-18
charmbracelet / mods,https://github.com/charmbracelet/mods,AI on the command line,go,1,2025-01-31
opencost / opencost,https://github.com/opencost/opencost,Cost monitoring for Kubernetes workloads and cloud costs,go,3,2025-01-31
lxc / incus,https://github.com/lxc/incus,Powerful system container and virtual machine manager,go,1,2025-01-31
open-telemetry / opentelemetry-operator,https://github.com/open-telemetry/opentelemetry-operator,Kubernetes Operator for OpenTelemetry Collector,go,2,2025-01-31
apache / maven,https://github.com/apache/maven,Apache Maven core,java,3,2025-02-27
amitshekhariitbhu / android-interview-questions,https://github.com/amitshekhariitbhu/android-interview-questions,Your Cheat Sheet For Android Interview - Android Interview Questions and Answers,java,4,2025-03-07
questdb / questdb,https://github.com/questdb/questdb,"QuestDB is a high performance, open-source, time-series database",java,6,2025-03-09
devopshydclub / vprofile-project,https://github.com/devopshydclub/vprofile-project,,java,3,2025-01-31
firebase / firebase-android-sdk,https://github.com/firebase/firebase-android-sdk,Firebase Android SDK,java,1,2025-01-31
hibernate / hibernate-orm,https://github.com/hibernate/hibernate-orm,Hibernate's core Object/Relational Mapping functionality,java,5,2025-02-27
unitycatalog / unitycatalog,https://github.com/unitycatalog/unitycatalog,"Open, Multi-modal Catalog for Data & AI",java,4,2025-01-31
elastic / logstash,https://github.com/elastic/logstash,"Logstash - transport and process your logs, events, or other data",java,3,2025-03-07
eugenp / tutorials,https://github.com/eugenp/tutorials,Getting Started with Spring Boot 3:,java,5,2025-03-07
aeron-io / aeron,https://github.com/aeron-io/aeron,"Efficient reliable UDP unicast, UDP multicast, and IPC message transport",java,2,2025-01-31
BerriAI / litellm,https://github.com/BerriAI/litellm,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]",python,3,2025-01-07
Cinnamon / kotaemon,https://github.com/Cinnamon/kotaemon,An open-source RAG-based tool for chatting with your documents.,python,4,2025-02-06
kyegomez / swarms,https://github.com/kyegomez/swarms,The Enterprise-Grade Production-Ready Multi-Agent Orchestration Framework Join our Community: https://discord.com/servers/agora-999382051935506503,python,6,2025-01-09
airbytehq / airbyte,https://github.com/airbytehq/airbyte,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.",python,2,2025-01-09
1Panel-dev / MaxKB,https://github.com/1Panel-dev/MaxKB,"💬 Ready-to-use, flexible RAG Chatbot.",python,2,2025-02-07
black-forest-labs / flux,https://github.com/black-forest-labs/flux,Official inference repo for FLUX.1 models,python,2,2025-01-05
Dao-AILab / flash-attention,https://github.com/Dao-AILab/flash-attention,Fast and memory-efficient exact attention,python,2,2025-02-26
pytorch / torchtitan,https://github.com/pytorch/torchtitan,A PyTorch native library for large model training,python,1,2025-01-05
gatsbyjs / gatsby,https://github.com/gatsbyjs/gatsby,"The best React-based framework with performance, scalability and security built in.",javascript,6,2025-02-12
naptha / tesseract.js,https://github.com/naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,javascript,1,2025-01-05
nolimits4web / swiper,https://github.com/nolimits4web/swiper,Most modern mobile touch slider with hardware accelerated transitions,javascript,1,2025-01-05
divamgupta / diffusionbee-stable-diffusion-ui,https://github.com/divamgupta/diffusionbee-stable-diffusion-ui,Diffusion Bee is the easiest way to run Stable Diffusion locally on your M1 Mac. Comes with a one-click installer. No dependencies or technical knowledge needed.,javascript,1,2025-01-05
select2 / select2,https://github.com/select2/select2,"Select2 is a jQuery based replacement for select boxes. It supports searching, remote data sets, and infinite scrolling of results.",javascript,1,2025-01-05
webrtc / samples,https://github.com/webrtc/samples,WebRTC Web demos and samples,javascript,1,2025-01-05
quii / learn-go-with-tests,https://github.com/quii/learn-go-with-tests,Learn Go with test-driven development,go,2,2025-02-17
kubernetes-sigs / controller-runtime,https://github.com/kubernetes-sigs/controller-runtime,Repo for the controller-runtime subproject of kubebuilder (sig-apimachinery),go,1,2025-01-05
actions / actions-runner-controller,https://github.com/actions/actions-runner-controller,Kubernetes controller for GitHub Actions self-hosted runners,go,5,2025-03-07
rook / rook,https://github.com/rook/rook,Storage Orchestration for Kubernetes,go,3,2025-02-08
metersphere / metersphere,https://github.com/metersphere/metersphere,MeterSphere 是新一代的开源持续测试工具，让软件测试工作更简单、更高效，不再成为持续交付的瓶颈。,java,4,2025-02-28
beemdevelopment / Aegis,https://github.com/beemdevelopment/Aegis,"A free, secure and open source app for Android to manage your 2-step verification tokens.",java,2,2025-01-14
oracle / graal,https://github.com/oracle/graal,"GraalVM compiles Java applications into native executables that start instantly, scale fast, and use fewer compute resources 🚀",java,6,2025-02-06
myshell-ai / MeloTTS,https://github.com/myshell-ai/MeloTTS,"High-quality multi-lingual text-to-speech library by MyShell.ai. Support English, Spanish, French, Chinese, Japanese and Korean.",python,1,2025-01-14
mikf / gallery-dl,https://github.com/mikf/gallery-dl,Command-line program to download image galleries and collections from several image hosting sites,python,1,2025-01-14
neetcode-gh / leetcode,https://github.com/neetcode-gh/leetcode,Leetcode solutions,javascript,1,2025-01-14
netptop / siteproxy,https://github.com/netptop/siteproxy,"reverse proxy, online proxy, 反向代理,免翻墙访问Youtube/twitter/Google, 支持github和telegram web登录(请注意不要通过不信任的代理进行登录)。支持DuckDuckGo AI Chat(可免费访问chatGPT3.5和Claude3)",javascript,1,2025-01-14
markedjs / marked,https://github.com/markedjs/marked,A markdown parser and compiler. Built for speed.,javascript,3,2025-01-14
DiceDB / dice,https://github.com/DiceDB/dice,"DiceDB is an open source, redis-compliant, reactive, scalable, highly-available, unified cache optimized for modern hardware.",go,2,2025-02-27
hajimehoshi / ebiten,https://github.com/hajimehoshi/ebiten,Ebitengine - A dead simple 2D game engine for Go,go,2,2025-02-03
v2fly / domain-list-community,https://github.com/v2fly/domain-list-community,Community managed domain list. Generate geosite.dat for V2Ray.,go,2,2025-02-17
openai / openai-go,https://github.com/openai/openai-go,The official Go library for the OpenAI API,go,3,2025-02-08
yusing / go-proxy,https://github.com/yusing/go-proxy,Easy to use reverse proxy with docker integration,go,5,2025-02-18
Minestom / Minestom,https://github.com/Minestom/Minestom,1.21.3 Lightweight Minecraft server,java,1,2025-01-14
JanusGraph / janusgraph,https://github.com/JanusGraph/janusgraph,"JanusGraph: an open-source, distributed graph database",java,1,2025-01-14
FCL-Team / FoldCraftLauncher,https://github.com/FCL-Team/FoldCraftLauncher,"Fold Craft Launcher, an Android Minecraft : Java Edition launcher.",java,6,2025-03-04
Gedsh / InviZible,https://github.com/Gedsh/InviZible,Android application for online privacy and security,java,2,2025-01-14
mywalkb / LSPosed_mod,https://github.com/mywalkb/LSPosed_mod,My changes to LSPosed,java,1,2025-01-14
Querz / mcaselector,https://github.com/Querz/mcaselector,A tool to select chunks from Minecraft worlds for deletion or export.,java,2,2025-03-03
fishaudio / fish-speech,https://github.com/fishaudio/fish-speech,SOTA Open Source TTS,python,1,2025-01-20
kovidgoyal / kitty,https://github.com/kovidgoyal/kitty,"Cross-platform, fast, feature-rich, GPU based terminal",python,1,2025-01-20
jxxghp / MoviePilot,https://github.com/jxxghp/MoviePilot,NAS媒体库自动化管理工具,python,1,2025-01-20
Textualize / textual,https://github.com/Textualize/textual,The lean application framework for Python. Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,python,1,2025-01-20
getomni-ai / zerox,https://github.com/getomni-ai/zerox,PDF to Markdown with vision models,python,3,2025-01-20
serengil / deepface,https://github.com/serengil/deepface,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python",python,2,2025-01-20
Future-House / paper-qa,https://github.com/Future-House/paper-qa,High accuracy RAG for answering questions from scientific documents with citations,python,2,2025-02-17
spotDL / spotify-downloader,https://github.com/spotDL/spotify-downloader,Download your Spotify playlists and songs along with album art and metadata (from YouTube if a match is found).,python,1,2025-01-20
nextcloud / spreed,https://github.com/nextcloud/spreed,"🗨️ Nextcloud Talk – chat, video & audio calls for Nextcloud",javascript,1,2025-01-20
microsoft / Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,"24 Lessons, 12 Weeks, Get Started as a Web Developer",javascript,9,2025-02-22
yjs / yjs,https://github.com/yjs/yjs,Shared data types for building collaborative software,javascript,2,2025-01-20
beefproject / beef,https://github.com/beefproject/beef,The Browser Exploitation Framework Project,javascript,1,2025-01-20
tulir / whatsmeow,https://github.com/tulir/whatsmeow,Go library for the WhatsApp web multidevice API,go,1,2025-01-20
Jguer / yay,https://github.com/Jguer/yay,Yet another Yogurt - An AUR Helper written in Go,go,1,2025-01-20
harvester / harvester,https://github.com/harvester/harvester,Open source hyperconverged infrastructure (HCI) software,go,1,2025-01-20
koho / frpmgr,https://github.com/koho/frpmgr,Windows 平台的 FRP GUI 客户端 / A user-friendly desktop GUI client for FRP on Windows.,go,1,2025-01-20
aquasecurity / tracee,https://github.com/aquasecurity/tracee,Linux Runtime Security and Forensics using eBPF,go,2,2025-01-20
keploy / keploy,https://github.com/keploy/keploy,Unit and Integration Test generation for Developers. Generate tests and stubs for your application that actually work!,go,4,2025-03-04
heroiclabs / nakama,https://github.com/heroiclabs/nakama,Distributed server for social and realtime games and apps.,go,3,2025-02-08
xoureldeen / Vectras-VM-Android,https://github.com/xoureldeen/Vectras-VM-Android,It's a Virtual Machine App for Android Which is Based on QEMU,java,4,2025-01-30
Dev4Mod / WaEnhancer,https://github.com/Dev4Mod/WaEnhancer,WhatsApp tools for Android,java,1,2025-01-20
karma9874 / AndroRAT,https://github.com/karma9874/AndroRAT,A Simple android remote administration tool using sockets. It uses java on the client side and python on the server side,java,4,2025-03-09
oliexdev / openScale,https://github.com/oliexdev/openScale,"Open-source weight and body metrics tracker, with support for Bluetooth scales",java,1,2025-01-20
PhotonVision / photonvision,https://github.com/PhotonVision/photonvision,"PhotonVision is the free, fast, and easy-to-use computer vision solution for the FIRST Robotics Competition.",java,1,2025-01-20
AsamK / signal-cli,https://github.com/AsamK/signal-cli,"signal-cli provides an unofficial commandline, JSON-RPC and dbus interface for the Signal messenger.",java,1,2025-01-20
apache / hudi,https://github.com/apache/hudi,"Upserts, Deletes And Incremental Processing on Big Data.",java,4,2025-02-23
deepseek-ai / DeepSeek-VL,https://github.com/deepseek-ai/DeepSeek-VL,DeepSeek-VL: Towards Real-World Vision-Language Understanding,python,3,2025-01-30
VikParuchuri / marker,https://github.com/VikParuchuri/marker,Convert PDF to markdown + JSON quickly with high accuracy,python,4,2025-03-09
TEN-framework / TEN-Agent,https://github.com/TEN-framework/TEN-Agent,"TEN Agent is a conversational AI powered by the TEN, integrating Gemini 2.0 Live, OpenAI Realtime, RTC, and more. It delivers real-time capabilities to see, hear, and speak, while being fully compatible with popular workflow platforms like Dify and Coze.",python,3,2025-02-16
netbox-community / netbox,https://github.com/netbox-community/netbox,The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free: https://netboxlabs.com/free-netbox-cloud/,python,2,2025-02-09
alyssaxuu / screenity,https://github.com/alyssaxuu/screenity,The free and privacy-friendly screen recorder with no limits 🎥,javascript,2,2025-01-30
quarto-dev / quarto-cli,https://github.com/quarto-dev/quarto-cli,Open-source scientific and technical publishing system built on Pandoc.,javascript,1,2025-01-30
fanmingming / live,https://github.com/fanmingming/live,✯ 可直连访问的电视/广播图标库与相关工具项目 ✯ 🔕 永久免费 直连访问 完整开源 不断完善的台标 支持IPv4/IPv6双栈访问 🔕,javascript,4,2025-01-30
