Name,URL,Description,Language,Count,Last Date
projectdiscovery / katana,https://github.com/projectdiscovery/katana,A next-generation crawling and spidering framework.,go,1,2025-01-29
garethgeorge / backrest,https://github.com/garethgeorge/backrest,Backrest is a web UI and orchestrator for restic backup.,go,2,2025-01-29
google / go-cmp,https://github.com/google/go-cmp,Package for comparing Go values in tests,go,1,2025-01-29
fabric8io / kubernetes-client,https://github.com/fabric8io/kubernetes-client,Java client for Kubernetes & OpenShift,java,1,2025-01-29
adorsys / keycloak-config-cli,https://github.com/adorsys/keycloak-config-cli,Import YAML/JSON-formatted configuration files into Keycloak - Configuration as Code for Keycloak.,java,1,2025-01-29
confluentinc / kafka-rest,https://github.com/confluentinc/kafka-rest,Confluent REST Proxy for Kafka,java,1,2025-01-29
springdoc / springdoc-openapi,https://github.com/springdoc/springdoc-openapi,Library for OpenAPI 3 with spring-boot,java,1,2025-01-29
wso2 / product-is,https://github.com/wso2/product-is,"Welcome to the WSO2 Identity Server source code! For info on working with the WSO2 Identity Server repository and contributing code, click the link below.",java,1,2025-01-29
fastapi / sqlmodel,https://github.com/fastapi/sqlmodel,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",python,1,2025-02-23
redis / redis-py,https://github.com/redis/redis-py,Redis Python client,python,2,2025-02-23
azukaar / Cosmos-Server,https://github.com/azukaar/Cosmos-Server,"☁️ The Most Secure and Easy Selfhosted Home Server. Take control of your data and privacy without sacrificing security and stability (Authentication, anti-DDOS, anti-bot)",javascript,2,2025-02-23
canove / whaticket-community,https://github.com/canove/whaticket-community,"A very simple Ticket System based on WhatsApp messages, that allow multi-users in same WhatsApp account.",javascript,1,2025-02-23
subtrace / subtrace,https://github.com/subtrace/subtrace,Wireshark for Docker containers,go,2,2025-02-23
teamhanko / hanko,https://github.com/teamhanko/hanko,"The Complete Authentication and User Management Solution for the Passkey Era. Open Source Alternative to Clerk, Auth0, et al.",go,1,2025-02-23
sqlc-dev / sqlc,https://github.com/sqlc-dev/sqlc,Generate type-safe code from SQL,go,1,2025-02-23
apache / hertzbeat,https://github.com/apache/hertzbeat,"Apache HertzBeat(incubating) is a real-time monitoring system with agentless, performance cluster, prometheus-compatible, custom monitoring and status page building capabilities.",java,3,2025-02-23
liquibase / liquibase,https://github.com/liquibase/liquibase,Main Liquibase Source,java,1,2025-02-23
opendatalab / PDF-Extract-Kit,https://github.com/opendatalab/PDF-Extract-Kit,A Comprehensive Toolkit for High-Quality PDF Content Extraction,python,1,2025-02-17
ranaroussi / yfinance,https://github.com/ranaroussi/yfinance,Download market data from Yahoo! Finance's API,python,1,2025-02-17
av / harbor,https://github.com/av/harbor,"Effortlessly run LLM backends, APIs, frontends, and services with one command.",python,1,2025-02-17
mementum / backtrader,https://github.com/mementum/backtrader,Python Backtesting library for trading strategies,python,1,2025-02-17
enatega / food-delivery-multivendor,https://github.com/enatega/food-delivery-multivendor,"Enatega is a fully realized and customizable food delivery application that can be used to set up your own order/delivery management system. For more information, visit the Enatega product page: 🚀🛒📦🌐",javascript,1,2025-02-17
100xdevs-cohort-2 / assignments,https://github.com/100xdevs-cohort-2/assignments,,javascript,1,2025-02-17
hakimel / reveal.js,https://github.com/hakimel/reveal.js,The HTML Presentation Framework,javascript,3,2025-02-17
polymorphicshade / Tubular,https://github.com/polymorphicshade/Tubular,A fork of NewPipe that implements SponsorBlock and ReturnYouTubeDislike.,java,2,2025-02-17
android-hacker / VirtualXposed,https://github.com/android-hacker/VirtualXposed,"A simple app to use Xposed without root, unlock the bootloader or modify system image, etc.",java,1,2025-02-17
RVC-Project / Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Easily train a good VC model with voice data <= 10 mins!,python,1,2025-02-03
Alvin9999 / new-pac,https://github.com/Alvin9999/new-pac,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号、翻墙-科学上网-梯子,python,1,2025-02-03
allenai / open-instruct,https://github.com/allenai/open-instruct,,python,2,2025-02-03
lllyasviel / Paints-UNDO,https://github.com/lllyasviel/Paints-UNDO,Understand Human Behavior to Align True Needs,python,1,2025-02-03
overleaf / overleaf,https://github.com/overleaf/overleaf,A web-based collaborative LaTeX editor,javascript,2,2025-02-22
iyear / tdl,https://github.com/iyear/tdl,📥 A Telegram toolkit written in Golang,go,1,2025-02-03
TeamNewPipe / NewPipeExtractor,https://github.com/TeamNewPipe/NewPipeExtractor,NewPipe's core library for extracting data from streaming sites,java,1,2025-02-03
anonfaded / FadCam,https://github.com/anonfaded/FadCam,"Seamless background video recorder for Android – ad-free and open-source, with customizable options.",java,2,2025-02-03
databrickslabs / dqx,https://github.com/databrickslabs/dqx,Databricks framework to validate Data Quality of pySpark DataFrames,python,1,2025-01-19
evolutionaryscale / esm,https://github.com/evolutionaryscale/esm,,python,1,2025-01-19
vastsa / FileCodeBox,https://github.com/vastsa/FileCodeBox,"文件快递柜-匿名口令分享文本，文件，像拿快递一样取文件（FileCodeBox - File Express Cabinet - Anonymous Passcode Sharing Text, Files, Like Taking Express Delivery for Files）",python,1,2025-01-19
AutoGPTQ / AutoGPTQ,https://github.com/AutoGPTQ/AutoGPTQ,"An easy-to-use LLMs quantization package with user-friendly apis, based on GPTQ algorithm.",python,1,2025-01-19
ArchipelagoMW / Archipelago,https://github.com/ArchipelagoMW/Archipelago,Archipelago Multi-Game Randomizer and Server,python,1,2025-01-19
tengbao / vanta,https://github.com/tengbao/vanta,Animated 3D backgrounds for your website,javascript,1,2025-01-19
lovell / sharp,https://github.com/lovell/sharp,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",javascript,1,2025-01-19
ruby / setup-ruby,https://github.com/ruby/setup-ruby,An action to download a prebuilt Ruby and add it to the PATH in 5 seconds,javascript,1,2025-01-19
jsdoc / jsdoc,https://github.com/jsdoc/jsdoc,An API documentation generator for JavaScript.,javascript,1,2025-01-19
k0sproject / k0s,https://github.com/k0sproject/k0s,k0s - The Zero Friction Kubernetes,go,1,2025-01-19
scottyab / rootbeer,https://github.com/scottyab/rootbeer,Simple to use root checking Android library and sample app,java,1,2025-01-19
mindsdb / mindsdb,https://github.com/mindsdb/mindsdb,AGI's query engine - Platform for building AI that can learn and answer questions over federated data.,python,1,2025-01-09
huggingface / picotron,https://github.com/huggingface/picotron,Minimalistic 4D-parallelism distributed training framework for education purpose,python,1,2025-01-09
matplotlib / matplotlib,https://github.com/matplotlib/matplotlib,matplotlib: plotting with Python,python,1,2025-01-09
dotenvx / dotenvx,https://github.com/dotenvx/dotenvx,a better dotenv–from the creator of `dotenv`,javascript,1,2025-01-09
airbnb / lottie-web,https://github.com/airbnb/lottie-web,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",javascript,1,2025-01-09
pdfcpu / pdfcpu,https://github.com/pdfcpu/pdfcpu,A PDF processor written in Go.,go,1,2025-01-09
anthdm / hollywood,https://github.com/anthdm/hollywood,Blazingly fast and light-weight Actor engine written in Golang,go,1,2025-01-09
supertokens / supertokens-core,https://github.com/supertokens/supertokens-core,Open source alternative to Auth0 / Firebase Auth / AWS Cognito,java,1,2025-01-09
WEIFENG2333 / VideoCaptioner,https://github.com/WEIFENG2333/VideoCaptioner,🎬 卡卡字幕助手 | VideoCaptioner - 基于 LLM 的智能字幕助手 - 视频字幕生成、断句、校正、字幕翻译全流程处理！- A powered tool for easy and efficient video subtitling.,python,1,2025-02-13
kubernetes-client / python,https://github.com/kubernetes-client/python,Official Python client library for kubernetes,python,1,2025-02-13
greghesp / ha-bambulab,https://github.com/greghesp/ha-bambulab,A Home Assistant Integration for Bambu Lab Printers,python,1,2025-02-13
DataDog / integrations-core,https://github.com/DataDog/integrations-core,Core integrations of the Datadog Agent,python,1,2025-02-13
NVIDIA / Megatron-LM,https://github.com/NVIDIA/Megatron-LM,Ongoing research training transformer models at scale,python,1,2025-02-13
FerretDB / FerretDB,https://github.com/FerretDB/FerretDB,A truly Open Source MongoDB alternative,go,1,2025-02-13
fullstorydev / grpcurl,https://github.com/fullstorydev/grpcurl,"Like cURL, but for gRPC: Command-line tool for interacting with gRPC servers",go,1,2025-02-13
rubenlagus / TelegramBots,https://github.com/rubenlagus/TelegramBots,Java library to create bots using Telegram Bots API,java,1,2025-02-13
pinpoint-apm / pinpoint,https://github.com/pinpoint-apm/pinpoint,"APM, (Application Performance Management) tool for large-scale distributed systems.",java,1,2025-02-13
ethereum / consensus-specs,https://github.com/ethereum/consensus-specs,Ethereum Proof-of-Stake Consensus Specifications,python,1,2025-02-27
eosphoros-ai / DB-GPT,https://github.com/eosphoros-ai/DB-GPT,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents,python,1,2025-02-27
gusmanb / logicanalyzer,https://github.com/gusmanb/logicanalyzer,"24 channel, 100Msps logic analyzer hardware and software",python,1,2025-02-27
getredash / redash,https://github.com/getredash/redash,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",python,1,2025-02-27
cyb3rfox / Aurora-Incident-Response,https://github.com/cyb3rfox/Aurora-Incident-Response,Incident Response Documentation made easy. Developed by Incident Responders for Incident Responders,javascript,1,2025-02-27
SortableJS / Sortable,https://github.com/SortableJS/Sortable,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,javascript,1,2025-02-27
smallstep / certificates,https://github.com/smallstep/certificates,"🛡️ A private certificate authority (X.509 & SSH) & ACME server for secure automated certificate management, so you can use TLS everywhere & SSO for SSH.",go,1,2025-02-27
loft-sh / devpod,https://github.com/loft-sh/devpod,"Codespaces but open-source, client-only and unopinionated: Works with any IDE and lets you use any cloud, kubernetes or just localhost docker.",go,3,2025-02-27
TyCoding / langchat,https://github.com/TyCoding/langchat,"LangChat: Java LLMs/AI Project, Supports Multi AI Providers( Gitee AI/ 智谱清言 / 阿里通义 / 百度千帆 / DeepSeek / 抖音豆包 / 零一万物 / 讯飞星火 / OpenAI / Gemini / Ollama / Azure / Claude 等大模型), Java生态下AI大模型产品解决方案，快速构建企业级AI知识库、AI机器人应用",java,1,2025-02-27
scipy / scipy,https://github.com/scipy/scipy,SciPy library main repository,python,1,2025-02-02
DS4SD / docling,https://github.com/DS4SD/docling,Get your documents ready for gen AI,python,3,2025-02-26
bettercap / bettercap,https://github.com/bettercap/bettercap,"The Swiss Army knife for 802.11, BLE, HID, CAN-bus, IPv4 and IPv6 networks reconnaissance and MITM attacks.",javascript,1,2025-02-02
EmulatorJS / EmulatorJS,https://github.com/EmulatorJS/EmulatorJS,A web-based frontend for RetroArch,javascript,1,2025-02-02
MuhammedKalkan / OpenLens,https://github.com/MuhammedKalkan/OpenLens,OpenLens Binary Build Repository,javascript,1,2025-02-02
shipshapecode / shepherd,https://github.com/shipshapecode/shepherd,Guide your users through a tour of your app,javascript,1,2025-02-02
rollup / rollup,https://github.com/rollup/rollup,Next-generation ES module bundler,javascript,2,2025-02-06
rancher / rancher,https://github.com/rancher/rancher,Complete container management platform,go,1,2025-02-02
JanDeDobbeleer / oh-my-posh,https://github.com/JanDeDobbeleer/oh-my-posh,The most customisable and low-latency cross platform/shell prompt renderer,go,1,2025-02-02
gyoogle / tech-interview-for-developer,https://github.com/gyoogle/tech-interview-for-developer,👶🏻 신입 개발자 전공 지식 & 기술 면접 백과사전 📖,java,2,2025-02-12
software-mansion / react-native-svg,https://github.com/software-mansion/react-native-svg,"SVG library for React Native, React Native Web, and plain React web projects.",java,1,2025-02-02
neo4j / neo4j,https://github.com/neo4j/neo4j,Graphs for Everyone,java,1,2025-02-02
adam-p / markdown-here,https://github.com/adam-p/markdown-here,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.",javascript,1,2025-01-18
